question,answer
What are the details for Guava in Winter?,Price: ₹148/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Coconut in Winter?,"Price: ₹120/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Banana in Spring?,"Price: ₹115/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Guava in Spring?,Price: ₹58/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Cashew Fruit in Spring?,"Price: ₹100/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Guava in Monsoon?,Price: ₹98/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Coconut in Spring?,"Price: ₹103/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Winter?,"Price: ₹32/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Watermelon in Spring?,"Price: ₹118/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Banana in Spring?,"Price: ₹114/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Coconut in Summer?,"Price: ₹87/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Guava in Winter?,Price: ₹105/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Cashew Fruit in Summer?,"Price: ₹65/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Spring?,"Price: ₹56/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Spring?,"Price: ₹58/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Pineapple in Winter?,Price: ₹134/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Watermelon in Winter?,"Price: ₹112/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Guava in Summer?,Price: ₹36/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Pineapple in Summer?,Price: ₹144/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Monsoon?,"Price: ₹113/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Pineapple in Winter?,Price: ₹138/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Summer?,Price: ₹131/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Banana in Monsoon?,"Price: ₹65/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Watermelon in Monsoon?,"Price: ₹115/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Guava in Winter?,Price: ₹139/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Watermelon in Monsoon?,"Price: ₹43/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Mango in Spring?,"Price: ₹34/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Guava in Winter?,Price: ₹121/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Mango in Summer?,"Price: ₹94/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Summer?,"Price: ₹114/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Watermelon in Winter?,"Price: ₹90/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Watermelon in Summer?,"Price: ₹144/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹150/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Spring?,"Price: ₹47/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Coconut in Winter?,"Price: ₹140/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Coconut in Monsoon?,"Price: ₹141/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Guava in Winter?,Price: ₹150/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Cashew Fruit in Winter?,"Price: ₹133/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Mango in Winter?,"Price: ₹74/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Banana in Summer?,"Price: ₹102/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Winter?,"Price: ₹85/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Coconut in Summer?,"Price: ₹43/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Coconut in Monsoon?,"Price: ₹132/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Pineapple in Spring?,Price: ₹101/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Guava in Spring?,Price: ₹115/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Pineapple in Monsoon?,Price: ₹94/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Monsoon?,"Price: ₹57/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Spring?,"Price: ₹44/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Guava in Spring?,Price: ₹108/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Pineapple in Summer?,Price: ₹61/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Mango in Summer?,"Price: ₹148/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Summer?,Price: ₹75/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Coconut in Monsoon?,"Price: ₹137/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Watermelon in Winter?,"Price: ₹64/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Cashew Fruit in Winter?,"Price: ₹133/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Banana in Summer?,"Price: ₹126/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Banana in Winter?,"Price: ₹91/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Watermelon in Monsoon?,"Price: ₹41/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Coconut in Spring?,"Price: ₹97/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Mango in Winter?,"Price: ₹79/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Pineapple in Monsoon?,Price: ₹32/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Cashew Fruit in Summer?,"Price: ₹68/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Mango in Summer?,"Price: ₹67/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Coconut in Spring?,"Price: ₹55/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Coconut in Summer?,"Price: ₹150/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Summer?,"Price: ₹44/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Cashew Fruit in Winter?,"Price: ₹68/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Watermelon in Winter?,"Price: ₹73/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹129/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Guava in Spring?,Price: ₹89/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Coconut in Winter?,"Price: ₹83/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Guava in Summer?,Price: ₹66/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Summer?,"Price: ₹97/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Watermelon in Summer?,"Price: ₹132/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Cashew Fruit in Winter?,"Price: ₹81/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Banana in Spring?,"Price: ₹45/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Watermelon in Spring?,"Price: ₹34/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Coconut in Winter?,"Price: ₹69/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Pineapple in Winter?,Price: ₹62/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Banana in Winter?,"Price: ₹111/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Banana in Summer?,"Price: ₹130/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Mango in Monsoon?,"Price: ₹82/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Summer?,Price: ₹118/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Spring?,Price: ₹115/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Monsoon?,Price: ₹57/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Banana in Monsoon?,"Price: ₹42/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Winter?,"Price: ₹102/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Watermelon in Summer?,"Price: ₹112/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Mango in Monsoon?,"Price: ₹107/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Guava in Spring?,Price: ₹80/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Summer?,"Price: ₹81/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Pineapple in Monsoon?,Price: ₹100/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Pineapple in Spring?,Price: ₹95/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Cashew Fruit in Spring?,"Price: ₹54/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Watermelon in Winter?,"Price: ₹106/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Watermelon in Summer?,"Price: ₹128/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Coconut in Monsoon?,"Price: ₹54/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Winter?,"Price: ₹115/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Pineapple in Spring?,Price: ₹110/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Summer?,Price: ₹52/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Coconut in Summer?,"Price: ₹55/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Guava in Spring?,Price: ₹107/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Pineapple in Spring?,Price: ₹143/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Spring?,Price: ₹46/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Pineapple in Winter?,Price: ₹115/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Watermelon in Spring?,"Price: ₹85/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Banana in Summer?,"Price: ₹61/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Watermelon in Winter?,"Price: ₹54/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Banana in Monsoon?,"Price: ₹39/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Spring?,"Price: ₹109/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Coconut in Monsoon?,"Price: ₹110/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Spring?,"Price: ₹120/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Monsoon?,"Price: ₹122/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Guava in Winter?,Price: ₹121/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Cashew Fruit in Summer?,"Price: ₹117/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Pineapple in Monsoon?,Price: ₹73/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Cashew Fruit in Monsoon?,"Price: ₹110/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Watermelon in Monsoon?,"Price: ₹78/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Mango in Summer?,"Price: ₹113/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Coconut in Summer?,"Price: ₹49/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Watermelon in Winter?,"Price: ₹135/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Coconut in Summer?,"Price: ₹141/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Watermelon in Spring?,"Price: ₹57/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Pineapple in Monsoon?,Price: ₹81/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Banana in Monsoon?,"Price: ₹128/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Watermelon in Summer?,"Price: ₹69/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Coconut in Monsoon?,"Price: ₹126/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Watermelon in Spring?,"Price: ₹47/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Guava in Winter?,Price: ₹98/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Guava in Monsoon?,Price: ₹142/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Cashew Fruit in Monsoon?,"Price: ₹98/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Guava in Spring?,Price: ₹71/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Pineapple in Monsoon?,Price: ₹60/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Coconut in Winter?,"Price: ₹92/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹58/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Winter?,"Price: ₹128/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Coconut in Spring?,"Price: ₹150/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Watermelon in Monsoon?,"Price: ₹65/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Pineapple in Spring?,Price: ₹147/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Monsoon?,Price: ₹122/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Banana in Spring?,"Price: ₹143/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Guava in Winter?,Price: ₹41/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Watermelon in Summer?,"Price: ₹136/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Guava in Monsoon?,Price: ₹107/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Spring?,"Price: ₹89/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Banana in Monsoon?,"Price: ₹47/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Spring?,"Price: ₹38/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Mango in Spring?,"Price: ₹114/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Watermelon in Monsoon?,"Price: ₹46/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Coconut in Summer?,"Price: ₹98/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Guava in Spring?,Price: ₹114/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Watermelon in Monsoon?,"Price: ₹129/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Watermelon in Summer?,"Price: ₹142/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Mango in Spring?,"Price: ₹150/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Winter?,Price: ₹37/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Guava in Winter?,Price: ₹77/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Mango in Spring?,"Price: ₹81/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Spring?,Price: ₹55/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Guava in Monsoon?,Price: ₹88/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Coconut in Spring?,"Price: ₹103/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Cashew Fruit in Winter?,"Price: ₹95/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Pineapple in Monsoon?,Price: ₹116/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Cashew Fruit in Monsoon?,"Price: ₹67/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit smoothie"
What are the details for Guava in Spring?,Price: ₹105/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Coconut in Summer?,"Price: ₹107/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Banana in Summer?,"Price: ₹95/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Coconut in Summer?,"Price: ₹87/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Watermelon in Winter?,"Price: ₹58/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Guava in Spring?,Price: ₹76/kg. Nutritional value: {}. Meal suggestion: Guava salad
What are the details for Mango in Spring?,"Price: ₹31/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Guava in Winter?,Price: ₹116/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Mango in Winter?,"Price: ₹32/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Banana in Monsoon?,"Price: ₹63/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Banana in Monsoon?,"Price: ₹94/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana salad"
What are the details for Banana in Spring?,"Price: ₹70/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Banana in Spring?,"Price: ₹33/kg. Nutritional value: {'Potassium': 358, 'Fiber': 2.6}. Meal suggestion: Banana smoothie"
What are the details for Mango in Winter?,"Price: ₹83/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango smoothie"
What are the details for Pineapple in Monsoon?,Price: ₹142/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Cashew Fruit in Winter?,"Price: ₹76/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹78/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Monsoon?,"Price: ₹133/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Coconut in Summer?,"Price: ₹148/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Mango in Spring?,"Price: ₹73/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
What are the details for Coconut in Winter?,"Price: ₹94/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Pineapple in Spring?,Price: ₹105/kg. Nutritional value: {}. Meal suggestion: Pineapple salad
What are the details for Watermelon in Monsoon?,"Price: ₹38/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon smoothie"
What are the details for Pineapple in Spring?,Price: ₹146/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Coconut in Spring?,"Price: ₹38/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut salad"
What are the details for Cashew Fruit in Monsoon?,"Price: ₹51/kg. Nutritional value: {'Vitamin C': 210, 'Antioxidants': 'High'}. Meal suggestion: Cashew Fruit salad"
What are the details for Coconut in Summer?,"Price: ₹54/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Watermelon in Monsoon?,"Price: ₹47/kg. Nutritional value: {'Hydration (%)': 92, 'Vitamin A': 569}. Meal suggestion: Watermelon salad"
What are the details for Coconut in Summer?,"Price: ₹126/kg. Nutritional value: {'Healthy Fats': 'Yes', 'Electrolytes': 'High'}. Meal suggestion: Coconut smoothie"
What are the details for Guava in Winter?,Price: ₹121/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Guava in Summer?,Price: ₹139/kg. Nutritional value: {}. Meal suggestion: Guava smoothie
What are the details for Pineapple in Spring?,Price: ₹44/kg. Nutritional value: {}. Meal suggestion: Pineapple smoothie
What are the details for Mango in Winter?,"Price: ₹55/kg. Nutritional value: {'Vitamin C': 36, 'Fiber': 1.6}. Meal suggestion: Mango salad"
